artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Asher Angel,All Day,All Day,7a7SZ3ztXdgpePbkk58SG0,0.857,0.416,0,-4.871,1,0.0398,0.0,0.183,0.573,96.014,125528,4,happy_songs
Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,8.15e-05,0.0344,0.928,114.988,269667,4,happy_songs
Delacey,Cruel Intentions,Cruel Intentions,7E91ECLi2J4L21tEX0RBHn,0.677,0.878,11,-3.497,0,0.213,0.0,0.154,0.227,90.048,192571,4,happy_songs
Dua Lipa,Physical,Physical,5px6upUHM3fhOP621Edp4V,0.647,0.844,0,-3.756,1,0.0457,0.000658,0.102,0.746,146.962,193829,4,happy_songs
Dinah Jane,Missed A Spot,Missed A Spot,5zVYT0aiz2cembEmk5oFQg,0.82,0.729,8,-5.412,1,0.0836,5.75e-05,0.133,0.788,102.023,190010,4,happy_songs
Bruno Mars,Doo-Wops & Hooligans,The Lazy Song,386RUes7n1uM1yfzgeUuwp,0.738,0.804,11,-3.851,1,0.0621,0.0,0.279,0.949,174.943,190213,4,happy_songs
LANY,good guys,good guys,3c7peg169veVaJRzlbCaKw,0.455,0.677,0,-7.719,1,0.0751,0.0,0.0899,0.248,169.919,224995,4,happy_songs
Black Eyed Peas,MAMACITA,MAMACITA,14wf185UxfNbSy8dwt4r4q,0.894,0.635,2,-6.929,1,0.0473,0.00105,0.0823,0.428,105.013,249143,4,happy_songs
HOKO,OK OK,OK OK,0UCSqy0XuSN3FUITKjtljZ,0.585,0.955,7,-3.181,1,0.055,0.0,0.0638,0.92,88.076,137933,4,happy_songs
Katy Perry,PRISM (Deluxe),Roar,3bDGwl0X3EjQmIyFD1uif5,0.56,0.756,7,-4.817,0,0.0415,1.29e-05,0.55,0.404,179.771,223546,4,happy_songs
GARZA,Where the Moon Hides,Unredeemable You,5HXTP6QHMmgwpmn15DDJB6,0.565,0.62,8,-6.735,1,0.0499,0.0347,0.101,0.375,180.006,210440,4,happy_songs
Major Lazer,Peace Is The Mission : Extended,Lean On (feat. MØ & DJ Snake),2YWjW3wwQIBLNhxWKBQd16,0.723,0.809,7,-3.081,0,0.0625,0.00123,0.565,0.274,98.007,176561,4,happy_songs
Rubi Rose,Pretty MF,Pretty MF,0hehhDdzcAhBZnGmo9dpYd,0.788,0.455,1,-7.544,1,0.0667,0.000134,0.102,0.12,94.013,133425,4,happy_songs
Sukihana,Pretty and Ratchet,Pretty and Ratchet,12EabY0nXnXCzMoh5uUR5X,0.831,0.641,7,-6.831,1,0.0994,0.0,0.142,0.609,130.933,164885,4,happy_songs
Maroon 5,V (Deluxe),Sugar,494OU6M7NOf4ICYb4zWCf5,0.748,0.788,1,-7.055,1,0.0334,0.0,0.0863,0.884,120.076,235493,4,happy_songs
Chelsea Collins,Used to be (L.O.V.E.),Used to be (L.O.V.E.),2oxVsplqsSKG9X9Rqw8ZSb,0.554,0.749,9,-2.385,1,0.0533,0.0,0.0785,0.34,78.643,134039,4,happy_songs
J Balvin,Mi Gente,Mi Gente,2rb5MvYT7ZIxbKW5hfcHx8,0.543,0.677,11,-4.915,0,0.0993,6.21e-06,0.13,0.294,103.809,189440,4,happy_songs
Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0.0,0.382,0.537,178.765,228482,3,happy_songs
Harry Styles,Watermelon Sugar,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0.0,0.335,0.557,95.39,174000,4,happy_songs
HOKO,Hellogoodbye,Hellogoodbye,19oyK9CmaTmbiHVuNWNl3f,0.536,0.421,0,-6.031,1,0.0465,0.0092,0.096,0.664,188.219,214733,4,happy_songs
kodiak,problems,problems,2StauIftKkHyDIonum4az0,0.708,0.454,2,-9.196,1,0.191,0.000422,0.171,0.635,159.95,160500,1,happy_songs
Alexander 23,IDK You Yet,IDK You Yet,47EWMOElkkbMp5m9SBkx7d,0.629,0.306,1,-11.735,1,0.0424,0.0776,0.124,0.191,76.994,184638,1,happy_songs
Bruno Mars,24K Magic,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.0,0.0944,0.86,134.066,206693,4,happy_songs
Will Muse,World in the Way,World in the Way,0WHNfWqXGAouxWZde6mLns,0.528,0.489,7,-6.569,1,0.0344,1.11e-05,0.097,0.31,129.808,250961,4,happy_songs
Greya,All Hell Breaks Loose,All Hell Breaks Loose,2VzqW0kLh7zyPXVrjiNthE,0.486,0.538,0,-7.254,0,0.0475,2.33e-05,0.387,0.262,139.785,151693,4,happy_songs
Jennifer Lopez,On The Floor,On The Floor - Radio Edit,7Hv89f7Dpm5Hce1XkBbjQZ,0.765,0.68,11,-6.306,1,0.0932,0.0009,0.138,0.462,129.998,230907,4,happy_songs
Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,0.667,0.83,0,-5.715,1,0.0749,0.0,0.191,0.701,113.03,236002,4,happy_songs
Ethan Sak,Yellow,Stars,43Mpxja5aJpxpvE4Zj0q5O,0.578,0.387,7,-8.371,1,0.0571,0.0,0.131,0.461,75.85,186384,4,happy_songs
Coldplay,Hymn for the Weekend (Seeb Remix),Hymn for the Weekend - Seeb Remix,6s3GEN8wK0OMzzzZbXj0fu,0.565,0.849,0,-3.516,0,0.0517,4.68e-06,0.12,0.427,102.034,212647,4,happy_songs
Ethan Sak,Waterfall,Waterfall,1rXo7AUVNORqppwm5sjon1,0.723,0.714,6,-6.953,1,0.0574,1.05e-05,0.225,0.23,102.989,230249,4,happy_songs
Harry Styles,Adore You,Adore You,1M4qEo4HE3PRaCOM7EXNJq,0.676,0.771,8,-3.675,1,0.0483,7e-06,0.102,0.569,99.048,207133,4,happy_songs
Ethan Sak,Love Me So Good,Love Me So Good,37QIacTt9pBD5rIyXtyvEG,0.733,0.625,5,-6.088,1,0.071,0.0,0.0576,0.462,114.946,213753,4,happy_songs
Lady Gaga,Stupid Love,Stupid Love,2kJu14V7hbZw3I4K8L8SXb,0.676,0.815,8,-4.294,1,0.0625,0.00041,0.275,0.796,117.973,193531,4,happy_songs
The Chainsmokers,Something Just Like This,Something Just Like This,1dNIEtp7AY3oDAKCGg2XkH,0.607,0.649,11,-6.695,0,0.0362,2.46e-05,0.174,0.505,102.996,247627,4,happy_songs
DJ Khaled,Grateful,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0.0,0.167,0.811,80.924,288600,4,happy_songs
Bruno Mars,24K Magic,24K Magic,2gFvRmQiWg9fN9i74Q0aiw,0.818,0.803,1,-4.282,1,0.0797,0.0,0.153,0.632,106.97,225983,4,happy_songs
Various Artists,Despicable Me 2 (Original Motion Picture Soundtrack),Happy,6NPVjNh8Jhru9xOmyQigds,0.652,0.757,1,-6.819,1,0.153,0.0,0.0886,0.962,159.911,233305,4,happy_songs
Esther Anaya,Midnight Moon,Midnight Moon,2p6kZNFxAfEQQOycZuSl24,0.645,0.589,8,-8.773,0,0.0326,0.508,0.204,0.432,119.967,234375,4,happy_songs
Taylor Swift,1989,Shake It Off,5WfhXulggG0c6WoVeMPA8N,0.648,0.785,7,-5.414,1,0.165,0.0,0.148,0.943,160.02,219200,4,happy_songs
Ava Max,Kings & Queens,Kings & Queens,76nqCfJOcFFWBJN32PAksn,0.638,0.688,1,-4.056,0,0.0407,0.0,0.126,0.434,129.856,162399,4,happy_songs
Coldplay,A Head Full of Dreams,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,0.638,0.924,7,-3.887,1,0.0359,0.000173,0.149,0.529,111.995,263787,4,happy_songs
Clean Bandit,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,1.6e-05,0.138,0.457,122.863,212459,4,happy_songs
Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,47Slg6LuqLaX0VodpSCvPt,0.637,0.843,5,-5.413,1,0.0432,0.0,0.0876,0.434,109.012,220733,4,happy_songs
Sia,This Is Acting (Deluxe Version),Cheap Thrills (feat. Sean Paul),2ONIJ40u0Attbm3miIIpNO,0.592,0.788,6,-4.924,0,0.201,2.54e-06,0.125,0.755,89.949,224493,4,happy_songs
Panic! At The Disco,Pray for the Wicked,High Hopes,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.0,0.064,0.681,82.014,190947,4,happy_songs
Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0.0,0.0714,0.694,112.022,158571,4,happy_songs
OMI,Me 4 U,Cheerleader - Felix Jaehn Remix Radio Edit,7vFoFDWqTX0mHzLfrF1Cfy,0.782,0.685,4,-6.237,1,0.0309,1.18e-05,0.16,0.603,118.016,180566,4,happy_songs
The Chainsmokers,Closer,Closer,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.0,0.111,0.661,95.01,244960,4,happy_songs
Lauv,I Like Me Better,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,0.752,0.505,9,-7.621,1,0.253,2.55e-06,0.104,0.419,91.97,197437,4,happy_songs
Skye,Time Fly By,Time Fly By,1DQiTB7NnHsfr9pMNKSfPh,0.68,0.432,4,-8.639,1,0.0268,3.25e-05,0.0936,0.174,102.004,213549,4,happy_songs
Sean Paul,No Lie,No Lie,3cFsmM51N5zMAuu1nNY4Tw,0.741,0.891,7,-2.824,1,0.119,0.0,0.256,0.449,102.002,221176,4,happy_songs
Kat Whitlock,Killing Time,Killing Time,3lIAZzEkuNdcPPVGQ7EkOn,0.447,0.791,2,-5.228,1,0.0389,0.0,0.111,0.243,171.972,212885,4,happy_songs
Ed Sheeran,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.0,0.0802,0.548,92.977,197867,4,happy_songs
Pola Rise,Higher,Higher,7jISIavPp1bqXWgc0FWv9k,0.387,0.451,8,-8.565,0,0.0555,0.0,0.188,0.373,157.767,198865,4,happy_songs
Calvin Harris,This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,0.63,0.928,9,-2.787,0,0.0331,0.124,0.148,0.465,123.963,222160,4,happy_songs
Anne-Marie,2002,2002,4Pbg79cTBu4vgSphoyNq3j,0.697,0.683,1,-2.881,0,0.117,0.0,0.137,0.603,96.133,186987,4,happy_songs
One Direction,Up All Night,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.0,0.0596,0.888,124.99,199987,4,happy_songs
Calvin Harris,Motion,Summer,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0178,0.141,0.743,127.949,222533,4,happy_songs
Avicii,True,Wake Me Up - Radio Edit,6g1NlCpW7fgqDnWbCCDrHl,0.532,0.783,2,-5.697,1,0.0523,0.0012,0.161,0.643,124.08,247427,4,happy_songs
Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),3tgZ9vmhuAY9wEoNUJskzV,0.589,0.966,11,-4.106,1,0.098,0.0,0.147,0.803,129.984,204200,4,happy_songs
David Guetta,Listen,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",285HeuLxsngjFn4GGegGNm,0.596,0.73,9,-4.091,1,0.151,0.0,0.325,0.525,85.979,192560,4,happy_songs
Major Lazer,Peace Is The Mission : Extended,Light It Up (feat. Nyla & Fuse ODG) [Remix],1pjvlYOMIg1NhGQbM6iwrY,0.747,0.877,9,-3.782,0,0.0664,0.000833,0.233,0.752,107.991,166138,4,happy_songs
Avicii,Stories,The Nights,0QjpQP1w7apeMXzioL8sqN,0.527,0.835,6,-5.298,1,0.0433,0.0,0.249,0.654,125.983,176658,4,happy_songs
David Guetta,One More Love,Memories (feat. Kid Cudi),5xYC48nOppVemY6U5GRGTb,0.546,0.916,8,-3.931,1,0.255,4e-06,0.251,0.38,129.986,210853,4,happy_songs
Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.0,0.309,0.867,143.994,233478,4,happy_songs
Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.00171,0.388,0.336,122.003,212640,4,happy_songs
Carly Rae Jepsen,Kiss,Call Me Maybe,20I6sIOMTCkB6w7ryavxtO,0.783,0.58,7,-6.548,1,0.0408,2.28e-06,0.108,0.66,120.021,193400,4,happy_songs
Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,2.19e-05,0.0814,0.592,123.994,214847,4,happy_songs
Jonas Brothers,XV,X (with KAROL G),77fvnWALKJR0ws1VUx09CY,0.715,0.827,4,-5.09,0,0.0617,3.61e-05,0.321,0.75,117.977,185277,4,happy_songs
Bruno Mars,Finesse (Remix) [feat. Cardi B],Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0,0.0215,0.926,105.115,217289,4,happy_songs
Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11,-8.322,1,0.0468,0.0,0.105,0.718,150.953,242187,4,happy_songs
Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,79cuOz3SPQTuFrp8WgftAu,0.857,0.8,2,-4.035,1,0.0583,0.0,0.0913,0.966,121.996,199440,4,happy_songs
The Weeknd,Beauty Behind The Madness,Can't Feel My Face,6RsWqX8zABZLhZydXxEFOm,0.702,0.77,9,-5.416,0,0.0482,0.0,0.103,0.593,107.951,213520,4,happy_songs
Clean Bandit,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,2.03e-06,0.193,0.549,120.97,227833,4,happy_songs
Robin Schulz,Sugar,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,0.636,0.815,5,-5.098,0,0.0581,0.0,0.163,0.636,123.063,219043,4,happy_songs
Pitbull,Planet Pit (Deluxe Version),"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0.161,0.0,0.298,0.529,129.023,252307,4,happy_songs
Bruno Mars,Unorthodox Jukebox,Treasure,55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0.0431,7.24e-05,0.324,0.937,116.017,178560,4,happy_songs
Nico & Vinz,Black Star Elephant,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,1.58e-06,0.55,0.779,119.968,245867,4,happy_songs
Madonna,Confessions on a Dance Floor,Hung Up,3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0,0.0452,0.161,0.0686,0.405,125.02,337733,4,happy_songs
Robin Thicke,Blurred Lines (Deluxe),Blurred Lines,0Rz1KXsP4bhGxs0ffySSSn,0.866,0.606,7,-4.762,1,0.04,6.5e-06,0.0861,0.838,119.991,263827,4,happy_songs
Dua Lipa,Be the One,Be the One,1ixphys4A3NEXp6MDScfih,0.661,0.651,7,-3.771,0,0.0499,1.32e-05,0.056,0.368,87.46,202915,4,happy_songs
Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,3.01e-06,0.0793,0.234,98.994,178480,4,happy_songs
Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],I Gotta Feeling,4kLLWz7srcuLKA7Et40PQR,0.743,0.766,0,-6.375,1,0.0265,0.0,0.509,0.61,127.96,289133,4,happy_songs
Ava Max,So Am I,So Am I,0uUNN1nSoUx1A4fkDCWDQ7,0.682,0.656,6,-4.67,1,0.0435,0.0,0.353,0.607,130.089,183027,4,happy_songs
Maroon 5,Red Pill Blues (Deluxe),What Lovers Do (feat. SZA),3hBBKuWJfxlIlnd9QFoC8k,0.795,0.615,5,-5.211,0,0.0671,2.98e-06,0.0855,0.393,110.009,199849,4,happy_songs
Bazzi,I.F.L.Y.,I.F.L.Y.,4R9ATNRRl1uth17i5qDCc0,0.812,0.519,2,-4.823,1,0.0385,0.0,0.13,0.554,104.954,165714,4,happy_songs
Sia,Together,Together,5id3Rqn7SPj1LX4FfY4nGz,0.521,0.877,7,-5.444,1,0.0683,0.0806,0.0929,0.199,180.007,205208,4,happy_songs
Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,California Gurls,6tS3XVuOyu10897O3ae7bi,0.791,0.754,0,-3.729,1,0.0569,0.0,0.163,0.425,125.014,234653,4,happy_songs
Sean Paul,Tomahawk Technique,She Doesn't Mind,4S9zTd8Oj77G0WhHK3Apuk,0.718,0.776,7,-5.208,0,0.0693,5.3e-06,0.207,0.622,120.015,227787,4,happy_songs
gnash,us,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0,0.101,0.18,92.6,251034,4,sad_songs
Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987,4,sad_songs
Sia,Colour The Small One,Breathe Me,7jqzZyJJLrpkRFYGpkqSK6,0.552,0.643,0,-7.36,1,0.0327,0.74,0.105,0.212,120.012,272800,4,sad_songs
Sam Smith,In The Lonely Hour (Drowning Shadows Edition),Stay With Me,62NVyyEBiRxGae3SeB97nl,0.453,0.441,0,-6.275,1,0.0435,0.000135,0.106,0.184,84.672,172724,4,sad_songs
Leona Lewis,Spirit,Better in Time,2iXBZ32Fz5VDCLeE0JIdX5,0.584,0.7,6,-4.251,1,0.0506,2.43e-05,0.13,0.549,163.953,234173,4,sad_songs
Jason Mraz,I Won't Give Up,I Won't Give Up,05pKAafT85jeeNhZ6kq7HT,0.585,0.303,4,-10.058,1,0.0398,0,0.115,0.142,136.703,240166,3,sad_songs
Keith Urban,Greatest Hits,Tonight I Wanna Cry,0BHNSNcbTxQSwxXNnr9oUw,0.557,0.385,7,-7.835,1,0.0262,0,0.175,0.148,103.73,259733,4,sad_songs
One Direction,Made In The A.M. (Deluxe Edition),Love You Goodbye,1ZWLWVqeEMWMKTlteS0yLH,0.546,0.657,1,-4.787,1,0.0332,0,0.119,0.361,133.188,196933,4,sad_songs
Chris Brown,Graffiti,So Cold,2vPwzseohUUANWMGdQhkb3,0.542,0.722,11,-5.8,1,0.114,1.76e-06,0.118,0.311,178.008,218853,4,sad_songs
Justin Timberlake,Justified,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.653,8,-6.582,0,0.176,0,0.104,0.565,73.884,288333,4,sad_songs
Shawn Mendes,Never Be Alone,Never Be Alone,4k5FaS9QHmeJNu7kDNkLnO,0.387,0.473,10,-6.93,1,0.0345,5.04e-05,0.0839,0.261,200.764,215840,4,sad_songs
Hunter Hayes,Hunter Hayes (Encore),Wanted,0f1svjHSiaCJif6noKKVHa,0.421,0.476,0,-7.692,1,0.0298,0,0.0816,0.3,169.784,228840,4,sad_songs
Adele,19,Make You Feel My Love,7rPLZ8Krm6CZIbraFUlnWZ,0.325,0.18,10,-10.647,1,0.0311,0.000633,0.113,0.0997,72.416,212040,1,sad_songs
Leona Lewis,Spirit,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,1,0.0357,0,0.146,0.225,104.036,262467,4,sad_songs
Miley Cyrus,The Time Of Our Lives (International Version),When I Look At You,6ZfXA2xakAvphXOSOJ3u1W,0.459,0.545,6,-4.874,1,0.0282,0,0.105,0.194,137.941,248587,3,sad_songs
Miley Cyrus,Bangerz (Deluxe Version),Adore You,5AnCLGg35ziFOloEnXK4uu,0.583,0.655,0,-5.407,1,0.0315,3.57e-06,0.113,0.201,119.759,278747,4,sad_songs
Ruth B.,The Intro,Superficial Love,5hwh37sTi84MVhCBMWzhGE,0.477,0.242,8,-9.162,1,0.0529,0,0.0818,0.488,43.509,207973,4,sad_songs
Demi Lovato,Confident (Deluxe Edition),Stone Cold,3ioJ2eGWcONEvna37MpsiE,0.41,0.462,8,-7.534,1,0.0515,0,0.0975,0.354,139.861,191308,3,sad_songs
Adele,When We Were Young,When We Were Young,7ilS0BPWS8ek2P2GaxH3cP,0.377,0.595,3,-5.936,1,0.0489,0,0.095,0.264,144.464,290900,4,sad_songs
Kim Taylor,Build You Up,Build You Up,0CnUXlmzwl5QfA61FPSlH6,0.502,0.176,10,-11.648,1,0.0306,0.0702,0.0962,0.0929,61.143,204880,4,sad_songs
Alessia Cara,Know-It-All (Deluxe),River Of Tears,3ArYVrRb0lDBLzuJJqIXzC,0.388,0.372,6,-5.72,1,0.0468,0,0.146,0.285,89.701,254507,4,sad_songs
Oh Wonder,Oh Wonder,All We Do,6ZeWGilCAL4sgnPWlCYyaj,0.586,0.237,10,-11.676,0,0.049,7.49e-05,0.0921,0.366,126.751,214174,4,sad_songs
Shontelle,No Gravity,Impossible - Main,45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8,-3.631,1,0.0343,0,0.125,0.539,90.034,226533,4,sad_songs
Ne-Yo,In My Own Words,So Sick,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6,-8.336,1,0.31,0,0.189,0.58,92.791,207187,4,sad_songs
Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0,0.109,0.222,119.972,340707,4,sad_songs
Jordin Sparks,Jordin Sparks,No Air (feat. Chris Brown),519tXYJVcrpEMqV2BMbh6E,0.466,0.759,8,-4.978,0,0.199,0,0.0587,0.328,160.033,264373,4,sad_songs
Mario,How Do I Breathe (feat. Cassidy),How Do I Breathe (feat. Cassidy),7hijz8il3sNScfNUOKeomX,0.635,0.479,5,-8.271,1,0.0525,0,0.0935,0.582,97.843,256387,4,sad_songs
Noah Cyrus,Make Me (Cry),Make Me (Cry),2BrzlUj1u1CtvaJDGIKpsP,0.588,0.471,0,-7.287,1,0.0577,0.00146,0.0733,0.209,152.881,242081,4,sad_songs
Astrid S,Astrid S,Hurts So Good,46ydq5g3k17iLJs3qMDvO6,0.675,0.609,7,-5.027,0,0.0586,0,0.0957,0.378,120.039,208729,4,sad_songs
Astrid S,Astrid S,Atic,3H9CQYRjYS2bixQXoawh98,0.542,0.516,10,-7.267,0,0.0417,8.01e-05,0.0881,0.382,143.185,214227,4,sad_songs
Astrid S,Astrid S,I Don’t Wanna Know,5kNtYmydoA9Dd959vVlKBJ,0.443,0.285,7,-9.25,1,0.0821,0,0.0861,0.109,86.786,176093,4,sad_songs
Lady Gaga,Joanne (Deluxe),Million Reasons,7dZ1Odmx9jWIweQSatnRqo,0.666,0.423,0,-8.012,1,0.043,0,0.106,0.154,129.89,205280,4,sad_songs
Meghan Trainor,Title (Deluxe),Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0,0.177,0.417,108.038,225053,3,sad_songs
Sam Smith,In The Lonely Hour (Deluxe Edition),I'm Not The Only One,1VbhR6D6zUoSTBzvnRonXO,0.678,0.491,5,-5.815,1,0.0358,2.78e-05,0.0772,0.519,81.997,239317,4,sad_songs
Shawn Mendes,Handwritten (Deluxe),This Is What It Takes,4xIZj7JRC3FnGPAjmkhNeW,0.491,0.324,0,-6.703,1,0.0315,0,0.119,0.324,81.901,230440,4,sad_songs
Nicki Minaj,Pink Friday,Save Me,4dL6PO16Ns1kmvzpj9lTFq,0.448,0.729,6,-6.103,1,0.13,0.0244,0.163,0.586,83.523,185413,4,sad_songs
One Direction,Midnight Memories (Deluxe),You & I,2afCBiru10AFckfOa49wIa,0.574,0.329,1,-6.829,1,0.0274,0,0.0986,0.356,130.993,237933,4,sad_songs
Tori Kelly,Unbreakable Smile,I Was Made For Loving You,3vOmmLuvEUgGaVuRsCs2QF,0.374,0.344,2,-11.94,1,0.0304,0,0.0966,0.216,106.415,188940,5,sad_songs
Blake Shelton,Loaded: The Best of Blake Shelton,She Wouldn't Be Gone,20xK9pC1cCJKnjtJ37YNOQ,0.509,0.662,0,-4.873,1,0.0293,0,0.0773,0.231,160.129,215613,4,sad_songs
Ed Sheeran,The A Team,The A Team,2vBF8A6n0REigm7RSUM65S,0.626,0.286,9,-9.933,1,0.0374,0,0.134,0.366,84.954,258588,4,sad_songs
Lana Del Rey,Born To Die - The Paradise Edition,Video Games - Remastered,0fBSs3fRoh1yJcne77fdu9,0.236,0.249,6,-9.595,0,0.0348,1e-06,0.087,0.181,72.847,281960,5,sad_songs
Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0,0.135,0.236,89.792,207520,4,sad_songs
Lewis Capaldi,Bruises,Bruises,3BxzQaXrfoWo1lYLZjJqyD,0.572,0.319,4,-6.206,1,0.0685,0,0.161,0.359,110.922,218492,4,sad_songs
Grace Carter,Silence,Silence,36HDXw8pu6xTytA8F3vcBi,0.537,0.585,10,-7.753,1,0.151,0,0.0862,0.22,172.035,222097,4,sad_songs
James Arthur,Back from the Edge,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0,0.0939,0.479,107.969,246880,4,sad_songs
Various Artists,The Mortal Instruments: City of Bones (Original Motion Picture Soundtrack),Almost Is Never Enough - Soundtrack Version,6YbDAwAzXrijLm3AQ9nBrv,0.414,0.285,2,-8.644,1,0.0372,0,0.0798,0.395,82.544,210200,4,sad_songs
Ariana Grande,Yours Truly,Honeymoon Avenue,2ofOe2OaXFpZF5ETbsc7Qu,0.692,0.608,8,-5.233,0,0.041,0,0.348,0.449,125.012,339733,4,sad_songs
Tori Kelly,Foreword,Dear No One,2wWboDFZJPWXVNlHUbdSVQ,0.627,0.592,6,-5.977,1,0.314,0,0.111,0.462,167.882,197847,4,sad_songs
Whitney Houston,The Bodyguard - Original Soundtrack Album,I Have Nothing,31er9IGsfFbwqy1pH4aiTP,0.54,0.401,0,-10.499,1,0.0364,0,0.164,0.24,152.974,289160,3,sad_songs
Logic,Everybody,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,0.62,0.574,5,-7.788,0,0.0479,0,0.19,0.357,100.023,250173,4,sad_songs
Rihanna,ANTI,Close To You,4gFxywaJejXWxo0NjlWzgg,0.494,0.17,10,-11.368,1,0.0337,0,0.139,0.145,80.098,223227,4,sad_songs
Labrinth,Jealous,Jealous,4L2K7JKseFCBoHMZEAszW0,0.435,0.155,1,-8.948,1,0.046,0,0.107,0.0935,128.532,287693,3,sad_songs
Birdy,Not About Angels,Not About Angels,5sF7hdYvhrcgNq8NZjfK8L,0.405,0.111,0,-11.879,1,0.0369,4.37e-05,0.0872,0.219,116.86,189475,4,sad_songs
